Atalar_sozlari|Random_Ededer
Tək daşdan divar olmaz.|115
Tək əlin səsi çıxmaz.|16
Tək gəzən dananı qurd yeyər.|790
Tək qoyundan sürü olmaz.|507
Təklik Allaha yaraşır.|2
Təkə sürüyə böyük olmazdı, qoyunlar qoyun olsaydı.|35
Təkədə qoç hünəri olmaz.|515
Təqdir ilə yazılan tədbir ilə pozulmaz.|317
Tələsənin kündəsi küt gedər.|660
Tələsik işə şeytan qarışar.|83
Tələsirsən, yavaş yeri.|675
Tənbəl dağda qar gördü, yorğanına büründü.|694
Tənbəl günortayacan neyləyib ki, günortadan sonra neyləsin?!|896
Tənbələ dedilər: qapını ört, dedi: yel əsir örtər.|133
Tənbələ həftənin hər günü cümədir.|297
Tənbələ iş buyur, sənə ağıl öyrətsin.|183
Tərə yeyən də yaza çıxar, kərə yeyən də.|481
Tərəkəmə öz obasını Bağdaddan böyük bilər.|690
Tərəkəmə pendirində qurd görməz.|451
Tərlan yerin çalağan tutmaz.|538
Təzə ay doğanda köhnə ayı doğrayıb ulduz elərlər.|22
Təzə gəldi bazardan, köhnə düşdü nəzərdən.|939
Təzə kuzə suyu sərin saxlar.|633
Təzək yığan əllər, ipək gördü dolaşdı.|26
Tikan əkən gül götürməz.|838
Tikan olub ayağa batınca gül ol yaxaya sancıl.|523
Tikə üstündə dost olan il uzunu küsülü olar.|578
Tikə dostu dost olmaz.|273
Tikə qarın doyurmaz, məhəbbət artırar.|814
Tox elə bilər heç acmaz, ac elə bilər heç doymaz.|331
Tox ikən yemək yeyən məzarın dişiynən qazar.|722
Tox it ac bəydən yaxşıdır.|827
Toxun acdan nə xəbəri?!|209
Toxum torbada göyərməz.|805
Toxumu gətir, yer axtar.|636
Topal eşşəklə karvana qoşulma.|88
Topalla gəzən axsamaq öyrənər.|396
Tora düşən səbr eləməsə, özün ölümə verər.|27
Torpaq deyər: – öldür məni, dirildim səni!|565
Torpaq deyər: – Sən mənə tər ver, mən sənə zər verim!|941
Tovuz quşunu tükünə görə kəsərlər.|337
Toy da olsa toyuğun vayıdı, vay da olsa.|275
Toy günün qoyub, vay günün oynayır.|487
Toya getmə, yasa get.|44
Toydan sonra nağara, xoş gəldin, Bayram ağa.|153
Toysuz ev tapılar, vaysız ev tapılmaz.|332
Toyuğun başı kəsiləndə də gözü eşənəkdə qalar.|323
Toyuğun cəriməsi yumurtasıdı.|647
Toyuğun gözü küllükdədi.|356
Toyuğun qıçı birdi ki, bir.|44
Toyuğun uçuşu zibilliyə qədər olar.|850
Toyuq anasından süd görməyib.|46
Toyuq bir su içər, bir Allaha baxar.|796
Toyuq bir yumurta yumurtlasa, yüz öylü qonşuya xəbər elər, gomuş doğsa heç səsi çıxmaz.|749
Toyuq istər qaz yerişi yeriyə, vurar çəçənəyi çatlar.|492
Toyuq yumurtasına görə qaqqıldar.|526
Tökülən çanaq daha dolmaz.|344
Tövbə toxluqdan çıxar, dua yoxluqdan.|434
Tövbəsini sındıran məlundu.|257
Tövlə dibindən yoxdur, deyir at yəhərlə.|511
Tula itdən äə murdar.|149
Tumançağın yuxusuna beş arşın bez girər.|2
Tumanım, köynəyim özümnən, becə yerə düşdüm xalxın gözünnən.|93
Turac əti yemisən? – uçducağın görmüşəm.|545
Tutamalı arvad, etibarlı at kişiyə addır.|253
Tutu, çiyələyi birdən dəydi.|201
Tutulmamış oğru – xandan-bəydən doğru.|880
Tülək tərlan yerinə sar bağlamaq olmaz.|43
Tülkü çox bildiyindən tələyə düşər.|965
Tülkü dəliyə girə bilmir, quyruğuna süpürgə bağlayır.|924
Tülkü suvaxlı bağa girməz.|624
Tülkü tülkülüyünü bildirincə dərisin boğazından çıxardarlar.|443
Tülkü tülküyə buyurar, tülkü də quyruğuna.|522
Tülkü var gödən çıxarır, qurdun adı bədnamdır.|872
Tülküdən bic heyvan yoxdu, cələyə düşəndə dörd ayağından düşər.|760
Tülkünü dərisi xatirinə qovarlar.|541
Tülkünün andına inanım, xoruzun quyruğuna?|518
Tülkünün gedib-gələcəyi kürkçü dükanıdır.|543
Tülkünün meydanda nə işi var, dərisinə qiymət qoysunlar?!|184
Tülkünün şahidi quyruğudur.|980
Tülkünün zirəngi iki ayağından tələyə düşər.|301
Tünd gedən tez yorular.|275
Türk atının samanı bol gərək.|588
Türk bilir dağarda nə var.|294
Türk gedən yerə bərəkət gedər.|554
Türk söydükcə qızar, durduqca bezər.|425
Türkün gəlişi, tatın görüşü.|405
Türkün sonrakı ağlı.|586
Türkü at yıxar, tatı ət.|415
Tüstü kötükdən çıxar, budaqdan çıxmaz.|186
Uca dağın başı qarlı olar.|433
Uca-uca dağlar başı qarlı da olur, qarsız da, igidlərin canı sağ olsun, varlı da olur, varsız da.|258
Ucuz aldın; quyruğunu düyünlə.|879
Ucuz ətin şorbası olmaz.|429
Ucuz illətsiz, baha hikmətsiz deyil.|767
Ucuz verən tez satar.|735
Ucuzdan bahası olmaz.|299
Ucuzdur var illəti, bahadır var hikməti.|326
Ucuzluqda alanın üzün görmə, bahalıãda satanın.|900
Uçmaqda turac, qaçmaqda ceyran.|705
Ulamağın bilməyən köpək sürüyə qurd gətirər.|590
Ulduzu barışmayanın salamı da savaşdır.|684
Ulu sözünə baxmayan ulaya-ulaya qalar.|621
Umac özün aş bilər, qarğa özün quş bilər.|412
Uman yerdən küsərlər.|65
Umud qaldı kosaya, kosa saqqalın daraya.|281
Umulmayan daş yarar baş.|81
Usta əli dəyməyən iş haramdır.|823
Usta görməyən şəyird ondan-bundan qarmalar.|933
Usta görməyən şəyirdin gözü əllərdə qalar.|412
Uşağa iş buyur, dalıyca yüyür.|28
Uşağa yoldaş olma, sən yıxılsan gülər, özü yıxılsa ağlar.|163
Uşağı sevərlər beşikdə, əri sevərlər döşəkdə.|208
Uşağı yeməù böyütməz, fərəh böyüdər.|886
Uşağın hökmü padşahın hökmündən artıq.|14
Uşaq adamı qanlı qapısına aparar.|965
Uşaq atasından güclüsün bilməz.|906
Uşaq gördüyün götürər.|250
Uşaq olan evdə qeybət olmaz.|504
Uşaq yıxıla-yıxıla böyüyər.|308
Uşaq yıxıldığı yerə baxar.|103
Uşaqdan al xəbəri.|819
Uşaqlıqda yalan deyənə böyüyəndə inanmazlar.|559
Utan utanmazdan, qorx qorxmazdan.|249
Utananın oğlu olmaz.|471
Utanmasan oynamağa nə var ki?!|706
Utanmaz üzdən qara nə var?!|954
Uyuşar - qatıq yeyərik, uyuşmaz - süd içərik.|383
Uzaqdan baxana dava asan görünər.|301
Uzaqdan baxırsan, sambalı xoşdu, Yaxından baxırsan, quşqunu boşdu.|63
Uzun adamın ağlı topuğunda olar.|2
Uzun axmaq olar, güdə fitnəkar.|147
Uzun sözün qısası, gəlin, səni sevmişəm.|116
Uzun yaşın axırı yenə ölümdü.|319
Ürək istəyəni əl eylər.|16
Ürək ki var, şüşədir, sındırarsan kim yamar?!|924
Ürək öz dostun tanıyar.|382
Ürək yanmasa, gözdən yaş çıxmaz.|934
Ürəkdə olmayanı dil deməz.|93
Ürəkdən ürəyə yol olur.|604
Ürəyi yanan yaxşı fatihə verər.|970
Ürkütməsən sanamaq olmaz.|86
Üstümü unlu görüb adımı dəyirmançı çağırma!|108
Üz döndü, könül döndü.|34
Üz görən iman görməyib.|373
Üz ki var, ürəyin aynasıdır.|689
Üz üzdən utanar.|134
Üz vermə - arsız olar, az vermə - xırsız olar.|121
Üzü bəzək, içi təzək.|542
Üzü üstə gələni arxası üstə çevirməzlər.|384
Üzük nişanəsindən ürək nişanəsi yaxşıdır.|611
Üzüyü qaşla tanırlar.|222
Vaxt ikən ağla, aşiq, el gələr, tünlük olar.|606
Vaxt olar ki, şahın da qaraçıya işi düşər.|688
Vaxtını itirən baxtını itirir.|957
Vaxtsız açılan gül tez solar.|213
Vaxtsız banlayan xoruzun başın kəsərlər.|620
Vaxtsız qonaq öz kisəsindən yeyər.|309
Var evi kərəm evi, yox evi vərəm evi.|413
Var var üstündən gələr.|588
Var yıxmayanı fələk də yıxmaz.|416
Varını verən utanmaz, yoxdan verən axmaqdır.|8
Varkən yox demə, cavabı yoğnuq olar.|237
Varlığa nə darlıq.|561
Varlığa tələsən yoxsulluğa tez düşər.|851
Varlının xoruzu da yumurta qoyar, toyuğu da.|610
Varlının iti harın olar.|749
Varlının könlü oluncaya qədər kasıbın canı çıxar.|971
Varlının varı kasıbın çənəsini yorar.|979
Varsa hünərin, hara getsən var yerin.|641
Vay ondadır çarvadar bacadar ola.|345
Ver yeyim, ört yatım, gözlə canım çıxmasın!|834
Verdiyin bir yumurta, onu da yırta-yırta.|836
Verən əl alan əldən üstün olar.|350
Verən əl dərd görməz.|257
Verən əli hər kəs sevər.|703
Verən əli kəsməzlər.|959
Verəndə imam olar, alanda şümür.|874
Verərsən pendir – elərəm kəndir, Verərsən aş – elərəm baş.|172
Verim vara baxmaz.|697
Vəfalı dost yad olmaz, görməsə yüz il səni.|260
Vəsmə bol olanda qaşa da çəkərlər, gözə də.|374
Vətən viranə də olsa, yenə cənnətdi.|726
Vətən yadına düşən qərib ağlamasın neyləsin?!|586
Vətənə gəldim, imana gəldim.|277
Vətənsiz olan kəfənsiz qalar.|315
Vəziri qarğa olanın ağzı zibillikdə gərək.|978
Vur babam, dövran sənindir.|939
Vur dedik, öldür demədik.|577
Vur deyənlə vuran yarıdır.|55
Vur ki beşik daldadı, Seyyid Əli xırmandadı.|425
Vura bilməyən, daşın böyüyündən yapışar.|769
Vuran igid dayısına gəyəşməz.|658
Vuran oğul ataya baxmaz.|18
Vuran öküzə Allah buynuz verməz.|61
Vurram ölər, kiş deyərəm – getməz.|270
Vurum uşağım öldürüm, qonşuma ad qazanım!|770
Vuruşun kor vuruşuna oxşamır.|987
Ya bu dəvəni güdməli, ya bu diyardan getməli.|905
Ya dağ ətəyində, ya bəy ətəyində.|725
Ya dəvə ölər, ya dəvəçi, ya da üstündəki hacı.|121
Ya qarnımda, ya könlümdə.|597
Ya lələ şələni basar, ya şələ – lələni.|834
Ya unçu ölər, ya dəyirmançı.|248
Ya zatdan, ya süddən.|710
Yabılarda qotur yabı mərd olar, yorulanda yiyəsinə dərd olar.|247
Yabıya tumar eləsən şıllaq atar.|311
Yad gəlib aşna olunca aşna-yar əldən gedər.|50
Yad itin quyruğu qısılı olar.|702
Yada arxa verən tək qalar.|379
Yaddan yoldaş olunca qardaş əlindən gedər.|783
Yağ yağ üstə gedər, yarma yavan qalar.|903
Yağ yeyən it tükündən məlum elər.|561
Yağlı əlin var sürt öz başına.|330
Yağıdan qalanı yağmur apardı.|231
Yağışdan çıxdıq, yağmura düşdük.|654
Yaxşı at köhnə çulun altda da bilinər.|524
Yaxşı at özünə qamçı vurdurmaz.|204
Yaxşı at yemin artırar, pis at qamçısın.|714
Yaxşı ata bir qamçı, yaman ata min qamçı.|718
Yaxşı bez arşınsız da satılar.|153
Yaxşı biçinçi xərcin yerdən çıxardar.|440
Yaxşı dost qardaşdan əzəldir.|811
Yaxşı dost yaman gündə bilinər.|472
Yaxşı elə yaxşıdı, çalış yamanı yaxşı elə.|733
Yaxşı getməyincə qədri bilinməz.|900
Yaxşı gündə düşmən gələr dost olar, igid odur yaman gündə dayana.|762
Yaxşı gündə yad yaxşı, yaman gündə vay qohum!|736
Yaxşı günün yoldaşı, yaman günüm düşdü gəl!|141
Yaxşı igid dalı gözlər, yaxşı at qabağı.|509
Yaxşı igidin adını eşit, üzünü görmə.|387
Yaxşı niyyət – yarım dövlət.|513
Yaxşı oğul – ata bağı, pis oğul ürək dağıdı.|501
Yaxşı olanda – xanımdan, pis olanda – qaravaşdan.|558
Yaxşı ovçunun toruna ov öz ayağıyla gələr.|619
Yaxşı övlad atasını vəzir elər, pis övlad rəzil.|6
Yaxşı saxla adını; bədnamçılıq el gəzər.|17
Yaxşı saxla aşığı; bədnamçıdı – el gəzər.|836
Yaxşı, yaxşılığın deyilir, yaman, nəyin deyilir?|846
Yaxşıları yer tanıyar.|276
Yaxşılığa yaxşılıq hər kişinin işidi, Yamanlığa yaxşılıq ər kişinin işidi.|437
Yaxşılığa yamanlıq – kor eşşəyə samanlıq!|759
Yaxşılığın əcrin Allahdan istə.|460
Yaxşılıq elə at dəryaya, balıq bilməz, Xalıq bilər.|632
Yaxşılıq baş ucaldar.|56
Yaxşılıq bilməyən adam adam yerinə sayılmaz.|139
Yaxşılıq yerdə qalmaz.|726
Yaxşını yada vermə - hayıfdı, yamanı da vermə ayıfdı.|144
Yaxşıya yanaş, yamandan uzaş.|734
Yalan olmasa, doğru yeriməz.|101
Yalan sözdə bağlanan işdə açılar.|266
Yalan tez ayaq tutar, amma yeriməz.|275
Yalan ki var, doğrunun quludur.|832
Yalançı kimdir? - Hər eşitdiyin danışan.|703
Yalançı olmasaydı doğru danışan bilinməzdi.|487
Yalançı şahidi uzaqda istər.|245
Yalançı tamahkarı aldadar.|395
Yalançılıq üz qızardar.|842
Yalançını mənzilinəcən qovarlar.|916
Yalançının evi od tutdu yandı, heç kim inanmadı.|11
Yalançının ipiynən quyuya düşən quyuda qalar.|417
Yalançının işığı yarıyacan yanar.|562
Yalançının yaddaşı olmaz.|129
Yalanın xoruzu yoxdur ki, banlasın.|515
Yalanla dünyanı gəzmək olar, amma qayıtmaq olmaz.|188
Yalavac üçün yay da borandır.|771
Yalqız quş yuva salmaz.|627
Yalvaranın tarısı olmaz.|544
Yaman atın yolu uzun olar.|399
Yaman baş yiyəsinə donuz güddürər.|789
Yaman günə səbr edən yaxşı günə tez çatar.|309
Yaman günün ömrü az olur.|647
Yaman qonşu, kor oğul: qov yanından – qadadı.|351
Yaman yerdə ot bitməz.|989
Yaman yeyənin olsun, yaman deyənin olmasın.|436
Yamanı yaman gündə.|893
Yan mənə, yanım sənə, qurbandı canım sənə.|562
Yanan öz dərdinə yanar.|805
Yanan yerdən tüstü çıxar.|244
Yanana yanmazlar.|385
Yandırdığın yovşan, ağlatdığın – dovşan.|252
Yanıq mal, hara gedirsən? – Yandırmağa.|162
Yanmayanda yanmaz, ha yellə, ha ətəklə.|411
Yanlış da bir naxışdır.|539
Yanlış hesab Bağdaddan qayıdar.|526
Yanşağı cəhənnəmə atdılar, dedi: - odunu yaşdır!|864
Yar bağı, söhbət bağı.|739
Yar getdi, yeri qaldı.|663
Yardan danışıram, yar görməmişəm.|799
Yarı gör özün danış, ev yıxar ara sözü.|756
Yarından ayrılan yeddi il ağlar, yurdundan ayrılan ölüncə.|294
Yara var bağlarlar, yara var dağlarlar.|82
Yaralının dərdini nə bilər yarasızlar.|292
Yarası avand olanın təbibi qabağına gələr.|95
Yaraşığın yaraşığı – bəzəknən.|49
Yarımayan gəlinin salamı söyüş olar.|265
Yas yiyəsi ovunub, yasa gələn ovunmayıb.|202
Yaş ağac tez əyilər.|950
Yaş ağaca balta vuran əl enməz.|913
Yaş odun satmayıbsan, niyə qorxursan?|933
Yaşına-yaşına, çıxdın ocaq başına.|632
Yatağan aslandan gəzəyən tülkü yaxşıdır.|971
Yatan aslan olursa fürsət hə oyağındı.|796
Yatan ilanın quyruğunu basdama.|490
Yatan iti oyatma.|978
Yatan öküzün başına duran öküz batırar.|442
Yatan ölməz, yetən ölər.|38
Yatmağına baxanda gördüyü yuxuya min şükür.|212
Yava it nə özü yeyər, nə başqasına yedirər.|850
Yava itin yava küçüyü olar.|120
Yay fağırın yorğan-döşəyidi.|906
Yayda başı bişənin qışda aşı bişər.|699
Yayda yatanı ilan vursun, qışda işə gedəni borana düşsün.|552
Yayı işlə, qışı ye.|906
Yayı kölgədə oturan qışı ocaq axtarar.|424
Yaylaq yolunun yoxuşu varsa, enişi də var.|513
Yaz əkinçi – qış dilənçi.|734
Yaz qışından bəlli elər, qız qardaşından!|357
Yaz gününün yağışı, ər arvadın savaşı.|891
Yaza çıxartdıq dananı, bəyənməz oldu ananı.|759
Yaza, qışa bir ağıl neyləsin.|820
Yazın hərəkəti - payızın bərəkəti.|395
Yazan sən, pozan sən, kim deyər yalansan.|168
Yazılan yazı başa gəlir.|709
Yazılana pozu yoxdur.|549
Yazılandan qaçmaq olmaz.|462
Yekə baş yiyəsinə donquz güddürər.|785
Yel ilə gələn, sel ilə gedər.|414
Yel qayadan nə aparar?!|566
Yelinən gələn yelinən gedər.|104
Yelpənək puluna alınan eşşəyin ölümü sudan olar.|47
Yemə namərd çörəyini, axır başına vurar.|32
Yeməkdənsə ümidli olmaq yaxşıdır.|581
Yeməklə dost olan hər gün küsülü gəzər.|486
Yeməknən doymayan yalamaqnan heç doymaz.|212
Yeməyin yalqız yeyən yükün yalqız qaldırar.|955
Yeməyən qurd barama sarımaz.|527
Yeyən bilməz, doğrayan bilər.|197
Yeyər ağız, utanar üz.|539
Yeyici üçün Allah yetirər.|457
Yeyilənim yeyilir, qonağım küsülü gedir!|594
Yemiş vaxtı xırçının qulaqları kar olar.|546
Yengəmiz Yetər oldu, günümüz betər oldu.|980
Yer bərk olanda öküz öküzdən görər.|22
Yer bəyin, yurd xanın, işlə ha, çıxsın canın.|564
Yer qatı, göy iraq.|673
Yer var danışarlar, yer var udarlar.|800
Yerə düşməklə gövhər qiymətdən düşməz.|851
Yeri-yeri kürkü yırtıq, nəyindi məndən artıq? Atım atına barabar, tulam da səndən artıq.|942
Yerin də qulağı var.|42
Yeriyən at yemin özü artırar.|183
Yersiz gəldi – yerli, qaç.|317
Yersiz söz dostu düşman eləyər.|656
Yetim, kimə zərər verərsən? - Mənə çörək verənə!|16
Yetim qızsan, qıvrıl yat!|651
Yetim malı oddan yaman yandırar.|77
Yetim oğurluğa çıxar, ay ilk axşamdan doğar.|405
Yetim öləgən olar.|506
Yetim yarımaz, yarısa da, qarımaz.|824
Yetimə ay da qaranlıqdı, gün də.|962
Yetimə çörək ver, borclu çıx.|212
Yetimə vay-vay deyən çox olar, çörək verən az.|835
Yetimi vurma, döymə, çörəyini əlindən al.|295
Yetimin ağzı aşa, başı daşa.|412
Yetimin bağrı yağ bağlamaz.|635
Yetimin qaydasıdı, gec gülər, tez-tez ağlar.|791
Yeyin at özünə qamçı vurdurmaz.|596
Yezidin Şama getməyi gerçək oldu.|341
Yığma dən üçün xırman açılmaz.|378
Yıxılan yıxıldığı yerdən qalxar.|605
Yıxılana balta çalan çox olar.|369
Yıxılanın dostu olmaz.|543
Yıxılmasa dikəlməz.|839
Yırtıcı quşun ömrü az olar.|227
Yiyəsinin yanında pişik də it basar.|559
Yoxa qələm işləməz.|494
Yoxsul axça tapdı, yer tapmadı.|798
Yoxsul yoxsul, oduna, suya da yoxsul?|792
Yoxsulun ahı taxtdan endirər şahı.|456
Yoxsulluğa düşməyən varlığın qədrin bilməz.|817
Yoxsulluğu yox olsun.|740
Yoxsulun üzü qaradır.|675
Yol bilən karvana qatılmaz.|298
Yol oğrusu ol, yoldaş oğrusu olma.|715
Yol yeməyi yük olmur.|848
Yolçudan yolçuya pay olmaz.|342
Yolçuluğa gedən çölməyin dalısında tutmaz.|629
Yolçunun torbasından tutmasan, ağacın əldən qoymaz.|122
Yoldan çıxanı yol vurar.|85
Yoldan çıxmaq eyib deyil, yola gəlməmək eyibdir.|130
Yoldan çıxsan da, eldən çıxma.|616
Yoldan irəli yoldaş, eldən irəli qardaş.|910
Yoldan qal, yoldaşdan qalma.|920
Yoldaş yolda sınanar.|355
Yoldaşıma ağac dəydi, elə bildim saman çuvalına dəyir.|413
Yoldaşının sözünə inan, özünkündə dayan.|793
Yoldaşını bab elə, görən desin ha belə.|463
Yoldaşını göstər mənə, sənin kim olduğunu deyim.|70
Yolsuz gedən tez yorular.|747
Yolsuzu yola tapşır.|954
Yolunan gedən yorulmaz.|589
Yönlü cücə yumurtasında cikkildər.|389
Yorğun eşşək hoşu Allahdan istər.|559
Yoruldun sarvana, acıdın çobana.|327
Yuxarı baxıb fikir eləyincə, aşağı baxıb şükür elə.|653
Yuxarı evə baxıb aşağı evi yıxma.|303
Yuxarı qoymurlar, aşağıda mən oturmuram.|859
Yuxarı tüpürürəm bığdı, aşağı tüpürürəm saqqaldı.|776
Yumru daş yosun tutmaz.|83
Yumurtanın sarısından pay uman cəhənnəmlikdir.|461
Yumurtlamadı, yumurtlamadı, falını da yedi?!|777
Yurd yiyəsiz qalanda donuz təpəyə çıxar.|116
Yusif bazarıdı; hər kəsin matahı varsa gətirsin.|867
Yuvanı erkək quş tikər.|58
Yük ağır olanda öküz öküzdən görər.|996
Yük əyməsə daş qəribliyə düşməz.|762
Yüknən gələn taynan gedər, taynan gələn – vaynan gedər.|463
Yüksəkdən baxan alçağa tez enər.|509
Yükün yığdı təpəyə, elə arxa çevirdi.|215
Yürüş var ki, duruşdan betərdir.|803
Yüyürən at arpasını artırar.|137
Yüz ağac sağrıya, sağrı bir yol ağrıya.|296
Yüz bilici olsan, yenə bir bilməznən danış.|365
Yüz birə qoşulmaz, bir yüzə qoşular.|615
Yüz dost azdır, bir düşmən çoxdur.|245
Yüz gün yaraq, bir gün gərək.|711
Yüz gün sel oyanı bir gün dərd oyar.|420
Yüz iynə yığsan bir çuvalduz olmaz.|554
Yüz qayğı bir borcu ödəməz.|210
Yüz qoyuna da tırıho, bir qoyuna da tırıho.|426
Yüz mamaça yığıla, güc doğana düşər.|42
Yüz namərdin çörəyin doğrasan, kasa dolmaz.|201
Yüz ölç, bir biç.|49
Yüzbaşının şahidi çovuş olar.|514
Zalıma Allah bəla verər.|25
Zalımın çörəyi dizi üstə olar.|295
Zalımın qılıncından kasıbın ahı pisdi.|299
Zaman keçər, söz qalar.|90
Zaman sənə saz olmasa, sən zamana saz ol.|49
Zamana ilə düzəlişən həmişə rahatdır.|781
Zamanaya bax, ayıya qaval çaldırır.|842
Zəhmət çəkməyən bal yeməz.|415
Zəhmət çəkməyən rahatlığın qədrin bilməz.|174
Zəhməti bülbül çəkər, gülü qucar yenə xar.|252
Zəhmətlə yeyilən acı soğan minnətlə yeyilən baldan şirindir.|885
Zəhmətsiz bal yeməzlər.|969
Zəhmətsiz rəhmət olmaz.|626
Zəncir aslan üçündür.|331
Zər ilə olan zor ilə olmaz.|795
Zər qədrini zərgər bilər.|724
Zərbə həməşə ağrıyan yerə dəyər.|275
Zərərin yarısından qayıtmaq da qazancdır.|521
Zindana səbr eləyən axırı taxta çıxar.|98
Zirək quş dimdiyindən tələyə düşər.|806
Ziyan ağudan acıdır.|726
Ziyankardan qəza əskik olmaz.|638
Zoğal dərənimiz də var, səbət hörənimiz də.|330
Zor ilə gözəllik olmaz.|628
Zor qapıdan gələndə haqq bacadan qaçar.|879
Zora dağlar dayanmaz.|345
Zorla gedən köpək qoyuna fayda verməz.|736
Zurnaçı zorun üzünə verər.|310
Zülm ilə abad olan bir gün gəlir bərbad olur.|359
Zülmət daşıdı, götürən də peşmandı, qoyan da.|384
Zülmün axırı olmaz.|881
